restorer,detector,category,family,severity,anomaly_kind,image_id,label,score_clean,score_degraded,score_method
divide_lpres_on,padim,carpet,defocus,3,good,0,0,0.798045814037323,1.0,1.0
divide_lpres_on,padim,carpet,defocus,3,good,1,0,0.47389793395996094,1.0,0.9928598403930664
divide_lpres_on,padim,carpet,defocus,3,good,2,0,0.5784173011779785,1.0,0.8505305051803589
divide_lpres_on,padim,carpet,defocus,3,good,3,0,0.6443159580230713,1.0,1.0
divide_lpres_on,padim,carpet,defocus,3,good,4,0,0.7448416948318481,1.0,1.0
divide_lpres_on,padim,carpet,defocus,3,good,5,0,0.5055015087127686,1.0,1.0
divide_lpres_on,padim,carpet,defocus,3,good,6,0,0.8287522792816162,1.0,1.0
divide_lpres_on,padim,carpet,defocus,3,good,7,0,0.7726420164108276,1.0,1.0
divide_lpres_on,padim,carpet,defocus,3,color,8,1,1.0,1.0,1.0
divide_lpres_on,padim,carpet,defocus,3,color,9,1,1.0,1.0,1.0
divide_lpres_on,padim,carpet,defocus,3,color,10,1,1.0,1.0,1.0
divide_lpres_on,padim,carpet,defocus,3,color,11,1,1.0,1.0,1.0
divide_lpres_on,padim,carpet,defocus,3,color,12,1,1.0,1.0,1.0
divide_lpres_on,padim,carpet,defocus,3,color,13,1,1.0,1.0,1.0
divide_lpres_on,padim,carpet,defocus,3,color,14,1,0.6828001141548157,1.0,0.8568743467330933
divide_lpres_on,padim,carpet,defocus,3,color,15,1,1.0,1.0,1.0
divide_lpres_off,padim,carpet,defocus,3,good,0,0,0.798045814037323,1.0,1.0
divide_lpres_off,padim,carpet,defocus,3,good,1,0,0.47389793395996094,1.0,0.9726457595825195
divide_lpres_off,padim,carpet,defocus,3,good,2,0,0.5784173011779785,1.0,0.5972325205802917
divide_lpres_off,padim,carpet,defocus,3,good,3,0,0.6443159580230713,1.0,1.0
divide_lpres_off,padim,carpet,defocus,3,good,4,0,0.7448416948318481,1.0,0.9881852865219116
divide_lpres_off,padim,carpet,defocus,3,good,5,0,0.5055015087127686,1.0,1.0
divide_lpres_off,padim,carpet,defocus,3,good,6,0,0.8287522792816162,1.0,1.0
divide_lpres_off,padim,carpet,defocus,3,good,7,0,0.7726420164108276,1.0,1.0
divide_lpres_off,padim,carpet,defocus,3,color,8,1,1.0,1.0,1.0
divide_lpres_off,padim,carpet,defocus,3,color,9,1,1.0,1.0,1.0
divide_lpres_off,padim,carpet,defocus,3,color,10,1,1.0,1.0,1.0
divide_lpres_off,padim,carpet,defocus,3,color,11,1,1.0,1.0,1.0
divide_lpres_off,padim,carpet,defocus,3,color,12,1,1.0,1.0,1.0
divide_lpres_off,padim,carpet,defocus,3,color,13,1,1.0,1.0,1.0
divide_lpres_off,padim,carpet,defocus,3,color,14,1,0.6828001141548157,1.0,0.8552087545394897
divide_lpres_off,padim,carpet,defocus,3,color,15,1,1.0,1.0,1.0
identity,padim,carpet,defocus,4,good,0,0,0.798045814037323,1.0,1.0
identity,padim,carpet,defocus,4,good,1,0,0.47389793395996094,1.0,1.0
identity,padim,carpet,defocus,4,good,2,0,0.5784173011779785,1.0,1.0
identity,padim,carpet,defocus,4,good,3,0,0.6443159580230713,1.0,1.0
identity,padim,carpet,defocus,4,good,4,0,0.7448416948318481,1.0,1.0
identity,padim,carpet,defocus,4,good,5,0,0.5055015087127686,1.0,1.0
identity,padim,carpet,defocus,4,good,6,0,0.8287522792816162,1.0,1.0
identity,padim,carpet,defocus,4,good,7,0,0.7726420164108276,1.0,1.0
identity,padim,carpet,defocus,4,color,8,1,1.0,1.0,1.0
identity,padim,carpet,defocus,4,color,9,1,1.0,1.0,1.0
identity,padim,carpet,defocus,4,color,10,1,1.0,1.0,1.0
identity,padim,carpet,defocus,4,color,11,1,1.0,1.0,1.0
identity,padim,carpet,defocus,4,color,12,1,1.0,1.0,1.0
identity,padim,carpet,defocus,4,color,13,1,1.0,1.0,1.0
identity,padim,carpet,defocus,4,color,14,1,0.6828001141548157,1.0,1.0
identity,padim,carpet,defocus,4,color,15,1,1.0,1.0,1.0
wiener,padim,carpet,defocus,4,good,0,0,0.798045814037323,1.0,1.0
wiener,padim,carpet,defocus,4,good,1,0,0.47389793395996094,1.0,1.0
wiener,padim,carpet,defocus,4,good,2,0,0.5784173011779785,1.0,1.0
wiener,padim,carpet,defocus,4,good,3,0,0.6443159580230713,1.0,1.0
wiener,padim,carpet,defocus,4,good,4,0,0.7448416948318481,1.0,1.0
wiener,padim,carpet,defocus,4,good,5,0,0.5055015087127686,1.0,1.0
wiener,padim,carpet,defocus,4,good,6,0,0.8287522792816162,1.0,1.0
wiener,padim,carpet,defocus,4,good,7,0,0.7726420164108276,1.0,1.0
wiener,padim,carpet,defocus,4,color,8,1,1.0,1.0,1.0
wiener,padim,carpet,defocus,4,color,9,1,1.0,1.0,1.0
wiener,padim,carpet,defocus,4,color,10,1,1.0,1.0,1.0
wiener,padim,carpet,defocus,4,color,11,1,1.0,1.0,1.0
wiener,padim,carpet,defocus,4,color,12,1,1.0,1.0,1.0
wiener,padim,carpet,defocus,4,color,13,1,1.0,1.0,1.0
wiener,padim,carpet,defocus,4,color,14,1,0.6828001141548157,1.0,1.0
wiener,padim,carpet,defocus,4,color,15,1,1.0,1.0,1.0
restormer_deblur,padim,carpet,defocus,4,good,0,0,0.798045814037323,1.0,1.0
restormer_deblur,padim,carpet,defocus,4,good,1,0,0.47389793395996094,1.0,1.0
restormer_deblur,padim,carpet,defocus,4,good,2,0,0.5784173011779785,1.0,1.0
restormer_deblur,padim,carpet,defocus,4,good,3,0,0.6443159580230713,1.0,1.0
restormer_deblur,padim,carpet,defocus,4,good,4,0,0.7448416948318481,1.0,1.0
restormer_deblur,padim,carpet,defocus,4,good,5,0,0.5055015087127686,1.0,1.0
restormer_deblur,padim,carpet,defocus,4,good,6,0,0.8287522792816162,1.0,1.0
restormer_deblur,padim,carpet,defocus,4,good,7,0,0.7726420164108276,1.0,1.0
restormer_deblur,padim,carpet,defocus,4,color,8,1,1.0,1.0,1.0
restormer_deblur,padim,carpet,defocus,4,color,9,1,1.0,1.0,1.0
restormer_deblur,padim,carpet,defocus,4,color,10,1,1.0,1.0,1.0
restormer_deblur,padim,carpet,defocus,4,color,11,1,1.0,1.0,1.0
restormer_deblur,padim,carpet,defocus,4,color,12,1,1.0,1.0,1.0
restormer_deblur,padim,carpet,defocus,4,color,13,1,1.0,1.0,1.0
restormer_deblur,padim,carpet,defocus,4,color,14,1,0.6828001141548157,1.0,1.0
restormer_deblur,padim,carpet,defocus,4,color,15,1,1.0,1.0,1.0
divide_lpres_on,padim,carpet,defocus,4,good,0,0,0.798045814037323,1.0,1.0
divide_lpres_on,padim,carpet,defocus,4,good,1,0,0.47389793395996094,1.0,1.0
divide_lpres_on,padim,carpet,defocus,4,good,2,0,0.5784173011779785,1.0,0.9156286120414734
divide_lpres_on,padim,carpet,defocus,4,good,3,0,0.6443159580230713,1.0,0.91074538230896
divide_lpres_on,padim,carpet,defocus,4,good,4,0,0.7448416948318481,1.0,1.0
divide_lpres_on,padim,carpet,defocus,4,good,5,0,0.5055015087127686,1.0,1.0
divide_lpres_on,padim,carpet,defocus,4,good,6,0,0.8287522792816162,1.0,1.0
divide_lpres_on,padim,carpet,defocus,4,good,7,0,0.7726420164108276,1.0,1.0
divide_lpres_on,padim,carpet,defocus,4,color,8,1,1.0,1.0,1.0
divide_lpres_on,padim,carpet,defocus,4,color,9,1,1.0,1.0,1.0
divide_lpres_on,padim,carpet,defocus,4,color,10,1,1.0,1.0,1.0
divide_lpres_on,padim,carpet,defocus,4,color,11,1,1.0,1.0,1.0
divide_lpres_on,padim,carpet,defocus,4,color,12,1,1.0,1.0,1.0
divide_lpres_on,padim,carpet,defocus,4,color,13,1,1.0,1.0,1.0
divide_lpres_on,padim,carpet,defocus,4,color,14,1,0.6828001141548157,1.0,0.8894854187965393
divide_lpres_on,padim,carpet,defocus,4,color,15,1,1.0,1.0,1.0
divide_lpres_off,padim,carpet,defocus,4,good,0,0,0.798045814037323,1.0,1.0
divide_lpres_off,padim,carpet,defocus,4,good,1,0,0.47389793395996094,1.0,0.8898673057556152
divide_lpres_off,padim,carpet,defocus,4,good,2,0,0.5784173011779785,1.0,0.8920899629592896
divide_lpres_off,padim,carpet,defocus,4,good,3,0,0.6443159580230713,1.0,0.7511498332023621
divide_lpres_off,padim,carpet,defocus,4,good,4,0,0.7448416948318481,1.0,0.8985295295715332
divide_lpres_off,padim,carpet,defocus,4,good,5,0,0.5055015087127686,1.0,0.8933470845222473
divide_lpres_off,padim,carpet,defocus,4,good,6,0,0.8287522792816162,1.0,1.0
divide_lpres_off,padim,carpet,defocus,4,good,7,0,0.7726420164108276,1.0,1.0
divide_lpres_off,padim,carpet,defocus,4,color,8,1,1.0,1.0,1.0
divide_lpres_off,padim,carpet,defocus,4,color,9,1,1.0,1.0,1.0
divide_lpres_off,padim,carpet,defocus,4,color,10,1,1.0,1.0,1.0
divide_lpres_off,padim,carpet,defocus,4,color,11,1,1.0,1.0,1.0
divide_lpres_off,padim,carpet,defocus,4,color,12,1,1.0,1.0,1.0
divide_lpres_off,padim,carpet,defocus,4,color,13,1,1.0,1.0,1.0
divide_lpres_off,padim,carpet,defocus,4,color,14,1,0.6828001141548157,1.0,0.8240307569503784
divide_lpres_off,padim,carpet,defocus,4,color,15,1,1.0,1.0,1.0
identity,padim,carpet,motion,2,good,0,0,0.798045814037323,1.0,1.0
identity,padim,carpet,motion,2,good,1,0,0.47389793395996094,1.0,1.0
identity,padim,carpet,motion,2,good,2,0,0.5784173011779785,1.0,1.0
identity,padim,carpet,motion,2,good,3,0,0.6443159580230713,1.0,1.0
identity,padim,carpet,motion,2,good,4,0,0.7448416948318481,1.0,1.0
identity,padim,carpet,motion,2,good,5,0,0.5055015087127686,1.0,1.0
identity,padim,carpet,motion,2,good,6,0,0.8287522792816162,1.0,1.0
identity,padim,carpet,motion,2,good,7,0,0.7726420164108276,1.0,1.0
identity,padim,carpet,motion,2,color,8,1,1.0,1.0,1.0
identity,padim,carpet,motion,2,color,9,1,1.0,1.0,1.0
identity,padim,carpet,motion,2,color,10,1,1.0,1.0,1.0
identity,padim,carpet,motion,2,color,11,1,1.0,1.0,1.0
identity,padim,carpet,motion,2,color,12,1,1.0,1.0,1.0
identity,padim,carpet,motion,2,color,13,1,1.0,1.0,1.0
identity,padim,carpet,motion,2,color,14,1,0.6828001141548157,1.0,1.0
identity,padim,carpet,motion,2,color,15,1,1.0,1.0,1.0
wiener,padim,carpet,motion,2,good,0,0,0.798045814037323,1.0,1.0
wiener,padim,carpet,motion,2,good,1,0,0.47389793395996094,1.0,1.0
wiener,padim,carpet,motion,2,good,2,0,0.5784173011779785,1.0,1.0
wiener,padim,carpet,motion,2,good,3,0,0.6443159580230713,1.0,1.0
wiener,padim,carpet,motion,2,good,4,0,0.7448416948318481,1.0,1.0
wiener,padim,carpet,motion,2,good,5,0,0.5055015087127686,1.0,0.9516736268997192
wiener,padim,carpet,motion,2,good,6,0,0.8287522792816162,1.0,1.0
wiener,padim,carpet,motion,2,good,7,0,0.7726420164108276,1.0,1.0
wiener,padim,carpet,motion,2,color,8,1,1.0,1.0,1.0
wiener,padim,carpet,motion,2,color,9,1,1.0,1.0,1.0
wiener,padim,carpet,motion,2,color,10,1,1.0,1.0,1.0
wiener,padim,carpet,motion,2,color,11,1,1.0,1.0,1.0
wiener,padim,carpet,motion,2,color,12,1,1.0,1.0,1.0
wiener,padim,carpet,motion,2,color,13,1,1.0,1.0,1.0
wiener,padim,carpet,motion,2,color,14,1,0.6828001141548157,1.0,1.0
wiener,padim,carpet,motion,2,color,15,1,1.0,1.0,1.0
restormer_deblur,padim,carpet,motion,2,good,0,0,0.798045814037323,1.0,1.0
restormer_deblur,padim,carpet,motion,2,good,1,0,0.47389793395996094,1.0,1.0
restormer_deblur,padim,carpet,motion,2,good,2,0,0.5784173011779785,1.0,1.0
restormer_deblur,padim,carpet,motion,2,good,3,0,0.6443159580230713,1.0,1.0
restormer_deblur,padim,carpet,motion,2,good,4,0,0.7448416948318481,1.0,1.0
restormer_deblur,padim,carpet,motion,2,good,5,0,0.5055015087127686,1.0,1.0
restormer_deblur,padim,carpet,motion,2,good,6,0,0.8287522792816162,1.0,0.8876985311508179
restormer_deblur,padim,carpet,motion,2,good,7,0,0.7726420164108276,1.0,1.0
restormer_deblur,padim,carpet,motion,2,color,8,1,1.0,1.0,1.0
restormer_deblur,padim,carpet,motion,2,color,9,1,1.0,1.0,1.0
restormer_deblur,padim,carpet,motion,2,color,10,1,1.0,1.0,1.0
restormer_deblur,padim,carpet,motion,2,color,11,1,1.0,1.0,1.0
restormer_deblur,padim,carpet,motion,2,color,12,1,1.0,1.0,1.0
restormer_deblur,padim,carpet,motion,2,color,13,1,1.0,1.0,1.0
restormer_deblur,padim,carpet,motion,2,color,14,1,0.6828001141548157,1.0,1.0
restormer_deblur,padim,carpet,motion,2,color,15,1,1.0,1.0,1.0
divide_lpres_on,padim,carpet,motion,2,good,0,0,0.798045814037323,1.0,1.0
divide_lpres_on,padim,carpet,motion,2,good,1,0,0.47389793395996094,1.0,1.0
divide_lpres_on,padim,carpet,motion,2,good,2,0,0.5784173011779785,1.0,1.0
divide_lpres_on,padim,carpet,motion,2,good,3,0,0.6443159580230713,1.0,1.0
divide_lpres_on,padim,carpet,motion,2,good,4,0,0.7448416948318481,1.0,1.0
divide_lpres_on,padim,carpet,motion,2,good,5,0,0.5055015087127686,1.0,0.9536274671554565
divide_lpres_on,padim,carpet,motion,2,good,6,0,0.8287522792816162,1.0,1.0
divide_lpres_on,padim,carpet,motion,2,good,7,0,0.7726420164108276,1.0,1.0
divide_lpres_on,padim,carpet,motion,2,color,8,1,1.0,1.0,1.0
divide_lpres_on,padim,carpet,motion,2,color,9,1,1.0,1.0,1.0
divide_lpres_on,padim,carpet,motion,2,color,10,1,1.0,1.0,1.0
divide_lpres_on,padim,carpet,motion,2,color,11,1,1.0,1.0,1.0
divide_lpres_on,padim,carpet,motion,2,color,12,1,1.0,1.0,1.0
divide_lpres_on,padim,carpet,motion,2,color,13,1,1.0,1.0,1.0
divide_lpres_on,padim,carpet,motion,2,color,14,1,0.6828001141548157,1.0,1.0
divide_lpres_on,padim,carpet,motion,2,color,15,1,1.0,1.0,1.0
divide_lpres_off,padim,carpet,motion,2,good,0,0,0.798045814037323,1.0,0.929874062538147
divide_lpres_off,padim,carpet,motion,2,good,1,0,0.47389793395996094,1.0,1.0
divide_lpres_off,padim,carpet,motion,2,good,2,0,0.5784173011779785,1.0,0.9768500328063965
divide_lpres_off,padim,carpet,motion,2,good,3,0,0.6443159580230713,1.0,1.0
divide_lpres_off,padim,carpet,motion,2,good,4,0,0.7448416948318481,1.0,1.0
divide_lpres_off,padim,carpet,motion,2,good,5,0,0.5055015087127686,1.0,1.0
divide_lpres_off,padim,carpet,motion,2,good,6,0,0.8287522792816162,1.0,1.0
divide_lpres_off,padim,carpet,motion,2,good,7,0,0.7726420164108276,1.0,1.0
divide_lpres_off,padim,carpet,motion,2,color,8,1,1.0,1.0,1.0
divide_lpres_off,padim,carpet,motion,2,color,9,1,1.0,1.0,1.0
divide_lpres_off,padim,carpet,motion,2,color,10,1,1.0,1.0,1.0
divide_lpres_off,padim,carpet,motion,2,color,11,1,1.0,1.0,1.0
divide_lpres_off,padim,carpet,motion,2,color,12,1,1.0,1.0,1.0
divide_lpres_off,padim,carpet,motion,2,color,13,1,1.0,1.0,1.0
divide_lpres_off,padim,carpet,motion,2,color,14,1,0.6828001141548157,1.0,1.0
divide_lpres_off,padim,carpet,motion,2,color,15,1,1.0,1.0,1.0
identity,padim,carpet,motion,3,good,0,0,0.798045814037323,1.0,1.0
identity,padim,carpet,motion,3,good,1,0,0.47389793395996094,1.0,1.0
identity,padim,carpet,motion,3,good,2,0,0.5784173011779785,1.0,1.0
identity,padim,carpet,motion,3,good,3,0,0.6443159580230713,1.0,1.0
identity,padim,carpet,motion,3,good,4,0,0.7448416948318481,1.0,1.0
identity,padim,carpet,motion,3,good,5,0,0.5055015087127686,1.0,1.0
identity,padim,carpet,motion,3,good,6,0,0.8287522792816162,1.0,1.0
identity,padim,carpet,motion,3,good,7,0,0.7726420164108276,1.0,1.0
identity,padim,carpet,motion,3,color,8,1,1.0,1.0,1.0
identity,padim,carpet,motion,3,color,9,1,1.0,1.0,1.0
identity,padim,carpet,motion,3,color,10,1,1.0,1.0,1.0
identity,padim,carpet,motion,3,color,11,1,1.0,1.0,1.0
identity,padim,carpet,motion,3,color,12,1,1.0,1.0,1.0
identity,padim,carpet,motion,3,color,13,1,1.0,1.0,1.0
identity,padim,carpet,motion,3,color,14,1,0.6828001141548157,1.0,1.0
